place_name,review
남원큰엉해변,큰엉해안경승지. 산책로를 걷다 보면 길 양옆 나무 사이로 한반도 형상 나타남. 20m 가까이 되는 해암 기암절벽 이어짐
남원큰엉해변,뷰가 좋다
남원큰엉해변,지나가다가 우연히 들린 곳인데 너무 멋졌습니다바다와 절벽만 보고 숲은 모르고 지나쳐왔네요다음에 다시 가보고싶습니다아! 절벽 사이사이 잘 보시면 고양이 있어요 야옹
남원큰엉해변,20220602
남원큰엉해변,저희도 반대로 왔음 ㅋㅋㅋㅋㅋ 아침일찍가야해요
남원큰엉해변,꼭 아침일찍가야 사람도 없고 마음껏 찍을 수있어요그리고 한반도 모양 반대쪽으로 걸어오시는분들은 한반도모양 모르고 가시는분들 많더라고요아쉬울따름
남원큰엉해변,산책하기 좋고 풍경 멋있어요! 그리고 주차장 근처 무인 귤가게에서 파는 한라봉+천혜향이 꿀맛이에요..
남원큰엉해변,사진 잘나오고 이뻐요풀냄새도 좋고 바닷바람도 좋습니다
남원큰엉해변,한반도 모양의 사진은 워낙 유명하고 그 이외에 핫한 동굴샷 찍으려고 암벽등반하고 옴.ㅋㅋㅋ
남원큰엉해변,해안산책길도 좋고 한반도 형상도 신기했어요ㅎㅎ 한반도 형상은 남원큰엉해변 찍고 가서 왼쪽길로 가야 있습니다...
남원큰엉해변,풍경이 사진에 안담겨 아쉬울 뿐입니다. 너무 산책하기 좋은 코스.. 노을이 쥐김
남원큰엉해변,풍경 멋지고 산책로도 좋아요
함덕해수욕장,함덕 가신다면 스타벅스보다 해수욕장 바로 앞에 있는 카페 가길 추천 드러요 뷰가 좋거든여   맛보장은 못드려요
함덕해수욕장,따로 찾아서 올만한 곳 입니다.바닷가랑 가까운 곳에 주차장도 별도로 있구요.
함덕해수욕장,서쪽에 협재해수욕장 이라면 동쪽으로는 함덕인듯. .너무 멋지고 바다 가운데 섬처럼 썰물때는 드러나는 모래섬으로 산책도 할수있고 조성도 잘되어 있고 주변 상권도 잘조성되어 있다...깨끗하고 예쁘다...막상 산책다니고 4일을 머물렀는데 해변사진은 몇장없네...다시 찾게될 바다~
함덕해수욕장,나들이
함덕해수욕장,"체고 ,,"
함덕해수욕장,제주에서 제일 이쁜 바다뷰에 주차까지 좋았음.
함덕해수욕장,바다빛깔 넘 예뻤어요 🫰
함덕해수욕장,예뻐요
함덕해수욕장,이쁨
함덕해수욕장,"내가 너무나 애정하는 해수욕장❣️바다색도 최고 예쁘고, 사부작 사부작 거닐며 산책하기에도 좋은 곳 :)"
함덕해수욕장,행복했다 ‼️
함덕해수욕장,1년한번가는 제주도  헤헤  또가고싶다
함덕해수욕장,여수보다 다시 찾고 싶은 밤 바다
함덕해수욕장,바다도 하늘도 미쳤다
함덕해수욕장,아주 좋아요 가을에가도 물놀이 물놀이 물놀이 할 수 있어요
함덕해수욕장,https://youtu.be/egjck4nZ4w0ok차박 함덕해수욕장 유튜브 검색하시면 동영상 올렸습니다 여러편과. 아름다운해변 드론영상도 있습니다
함덕해수욕장,아름다운 에메랄드 빛 바다색. ^^
함덕해수욕장,이게 제주 바다다!!!
함덕해수욕장,함덕해변 너무 예뻐요... 흐려도 새벽에도 저녁에도 언제나 아릅답네요 처음 와봤는데 베스트가 될것 같습니다
함덕해수욕장,그립다아
함덕해수욕장,해물이 신선하고 조개살이 신선해서 달고 맛있어요 주아주머니 도 친절하셔요
함덕해수욕장,올레길 19코스를 역으로 걸으면 이 해변의 아름다움을 찬란하게 맞이할 수 있다.
함덕해수욕장,"2022.08. 바닷가와 주변상가가 거의 붙어 있는 곳. 숙소만 잘 해결하면, 먹고 쉬고 놀기 좋은 위치."
함덕해수욕장,옆 김녕바다 텃세에 제대로 실망해서 여기왔는데 여긴 그나마 괜찮네요
함덕해수욕장,제주 바다는 밀물때 오면 좋아요~ 쌀물과 밀물의 차이가 엄청큽니다.
협재해수욕장,협재해변옆에 있는 야자숲거리(?)도 꼭 가세요ㅠㅠ
협재해수욕장,몇 번을 가도 또 가고 싶은 곳
협재해수욕장,"주차공간도 많고, 사람도 많고사진 찍을 곳도 많고 넘 힐링되고 좋았어요화장실이 아주아주 멀다는 것과 바람이 엄청 불어 미친듯이 춥다는 것만 빼면제주 여행에서 가장 만족한 곳이에요•사실 선셋을 보러 간거지만,날이 흐려 아무것도 보지 못했구 밀물로 인해 돌들이 물에 잠기는 걸 보니여러 생각이 들었어요•제주 서쪽의 필수 여행지 다운것 같아요"
협재해수욕장,물이 맑고 좋음
협재해수욕장,아름다운 바다♡
협재해수욕장,예쁜 풍경으로 아팠던 마음을 치유해줬던 곳이에요. 하루 종일 앉아있던 내게 아무 말 없이 토닥여준 고마운 곳.
협재해수욕장,외 이 렇 게 예 뻐 ?
협재해수욕장,사진은 부실하긴하지만협재해수욕장 괜찮습니다재방문 의사 강력하고 아마 제주 서쪽으로 여행갈때 또 방문하지 싶습니다.
협재해수욕장,https://youtu.be/yua6wFfGU1Aok차박 협재해수욕장 유튜브 검색하시면 동영상 올렸습니다 비양도가 코앞에 그림 하얀바다 청량바다 차박은 곤란 바로옆 노외주차장 이용말이 필요없음 너무좋다
협재해수욕장,"나쁘지 않았어요. 적당히 무난한 해변입니다. 제주도 아니어도 흔한, 적당한 해변 느낌..."
협재해수욕장,제주 바다 말해 모해
협재해수욕장,에메랄드 바다 여유
협재해수욕장,어머 ~ 석양이 진다~
협재해수욕장,날씨가 너무 좋아서 모든게 좋았어요..
협재해수욕장,뭐 다들 아실테지만...
협재해수욕장,"아주 오래전 기억에 있던 넓게 펼쳐진 아름다운 에메랄드 빛깔의 얕은 바다를 생각하고 갔는데, 멋진 뷰는 해변에 세워진 커피숍이 다 차지하고 있었고, 해안은 윈드서퍼 강습으로 북적북적.. 판자 타는걸 왜 그리들 즐기시는지...다른 나라의 아름다운 그리고 한적한 해변이 우리나라에도 하나쯤 있어야 할텐데..협재가 내 기억엔 그런 곳이었는데.이제 다시 가지 않을 듯.."
협재해수욕장,아름다운 바다+비수기에도 넘치는 인파
협재해수욕장,물놀이하긴 좋으나 바로앞 파라솔이 날에 따라 시간에 따라 사람에 따라 가격이 천차만별 ㅋㅋ 언제는 만원이다가 처음 온 관광객 느낌 들면 이만 오천원까지 오르는 기적. 현금이나 계좌이체만 받는 뻔뻔함까지. 좋은 장소를 이런 분들 때문에 망치는듯장소는 좋으나 씨유파라솔 발려주는 거기는 가지마세요
협재해수욕장,",카페 루프탑에서 찍은 협재해변~ 맑고 청량하다 여기오기전 삼척 장호해변에 갔다왔는데 거기보다도 더 맑더라^^"
협재해수욕장,제주에서 제일 예쁜 바다입니다!
협재해수욕장,물도 깨끗하고 너무 좋음물이 얕아서 가족 단위로 많이 오고 애들 놀기에도 딱 좋음
협재해수욕장,제가 가본 바다 중 가장 예뻐요
협재해수욕장,너무예뻐요 해수욕하기 좋네요
협재해수욕장,8월29일에도 해수욕하는 사람 많은곳. 동해바다에서는 볼 수 없는 광경. 물에 발 담그니 미지근하이 괘안타.
협재해수욕장,전에 한번 방문하고 기억에 남아 다시 재 방문 했습니다.해안도로 타고 많은 해변가를 가 봤지만 협제가 가장 관경이 좋습니다.다만 놀기엔 좀 좁을 수 있습니다. 중문 색달해변이 더 나을 수 있을 것 같습니다.
용머리해안,여기좋음 볼만한곳ㅎㅎ
용머리해안,관람시간은 매일 변경. 확인후 스케줄 잡으시고오늘 가 본 봐로는 일방통행으로 바뀌였습니다여전히 좋습니다
용머리해안,최고  사진 이쁘고 좀 위험해보이지만 멋쟈요
용머리해안,진정한 제주스러운 자연을 볼 수 있는곳매일 달라지는 입장시간 확인은 필수그리고 유채꽃시즌이라 그런지 2월평일인데도 차세울곳이 없어서 산방산보문사 밑 사설유료주차장(1일 2천원)에 겨우 세웠네요
용머리해안,amazing
용머리해안,정말 멋진 곳이에요. 날씨 좋은 날만 갈수 있고 마지막 입장 시간도 매일 다르게 정해져 있으니 꼭 확인해보고 가세요
용머리해안,날씨 좋을 때 꼭 가보세요!!
용머리해안,미리전화해서열리는시간확인꼭해요관광갔다가 중간중간 할망들파는 해산물먹어요돌멍게껍데기에 소주따라먹어요하지만 적당히먹어요 돌밭이라 위험해요
용머리해안,날씨 좋울 때 다녀와서 너무 좋었어요
용머리해안,혼자 오시는 것 보다 둘 이상오는 것을 추천해요. 날씨가 안좋은 날에는 굳이 안가셔도 될 것 같아요. 세상에 혼자 남겨진 기분을 받고싶으시면 추천합니다.
용머리해안,이번 제주 여행에서 최애 장소.절경 그 자체!
용머리해안,무조건추천!뷰도좋고 인생샷 많이 건질수있음
용머리해안,용머리해안 사람 많음지금은 못들어간다고 하는데 사람 많았었음뒤쪽 산방산도 예쁨
용머리해안,"하멜상선 전시관이 철거로 2022년 11월 21일 ~ 12월 31일까지 용머리해안 출입 금지랍니다 제주까지 와서 여길 못보고 가다니, 한라산 다음으로 보기 어려운 곳이네요, 날씨 좋은날 물때 맞춰 오지 않으면 출입금지, 이번엔 공사로 또 출입금지"
용머리해안,필수코스로 추천!너무 좋았음.근데 사진으로 보는게 더 이쁨.
용머리해안,제주도에 온다면... 서귀포시에 온다면...꼭 들러야 할곳인것 같아요..!!너무 좋네요....하멜가념관도 있고.^^
용머리해안,https://youtu.be/-_4omW-9AJsok차박 용머리해안 유튜브 검색하시면 동영상 올렸습니다 김암절벽과 절경물때 맞추면 갈수있는곳
용머리해안,정부야 환경문제에 관심좀 가져라
용머리해안,제주도 가면 여긴 무조건 방문해야됨너무멋짐 ㅠㅠ 뒤에 산방산 뷰도 넘멋짐가면갈수록 멋지니 꼭 끝까지 다봐야됨
용머리해안,멋지네요 ㅎㅎ2월에 실패했는데 오늘은 성공했어요생각보다 좋아서 놀랐네요여긴 ㄹㅇ 실패할수가 없는곳이에요자연경치 여기도 별로다? 그냥 제주도 오지마세요
용머리해안,어른은 입장료 2천원아이들과 함께 멋진 뷰를 볼 수 있어 너무 좋았어요9:00-3:30까지 관람 가능하고 날씨가 안좋은 날은 관람이 어렵다고 하니 참고하시면 좋을 거 같아요부모님도 아이들도 모두 만족했어요비싼 관람료내고 대부분 관광지 많이 구경 다녔는데 여기는 입장료도 저렴하고 포토 스팟도 많아 좋았어요
용머리해안,정말 멋지다! 친구들과 여행에 내가 추천했는데 다행히 입장할 수 있었고. 생각보다 코스가 길어서 더 좋았다. 여긴 또 가고싶다.
용머리해안,산방연대 간 김에 용머리해안까지 봐줘야 만족스러움! 너 무 예 쁨!!!!!
용머리해안,멋진 사진을 찍을 수 있는 곳!
용머리해안,파고가 높아서 종일 통제에 걸림. 1차실패ㅠㅠ (진짜 파도가 잘못하면 죽을거같이 보이긴 하더라;;;) 담엔 꼭 관람 성공할거에요.
용머리해안,제주여행에서 제일 기억 남는곳이네요...인생샷 많이 찍었어요. 꼭! 끝까지 가세요 출구있어요. 초입보다 뒤쪽이 더 멋있습니다. 할머니들이 파시는 해산물은 맛은 봤지만 솔직히 바가지인거 같아요.
황우지해안,황우지해안의 선녀탕 물 색깔 진짜 장관입니다
황우지해안,맑은 날 가면 좋아요! ㅎㅎ
황우지해안,22.09.16 pm01:24 현 상황 아래로 내려가면 계단유실 근처도 못가게 되있어요도로쪽에서는 계단유실 표기 하나없고주차비는 무조건 받으시네요..
황우지해안,돌이 울퉁불퉁 미끄러워서 꼭 좋은신발 신고 가시구요(안미끄러운거) 내려가면 구명조끼 물안경 같은거 전부 대여할수 있는곳이 있급니다 3~4m정도로 은근 깊어서 스노쿨링하기 좋았어요 숭어나 전어같은 물고기도 있었습니다 계단 경사가 가팔라서 내려가기/올라가기가 빡센데 할만은 해요
황우지해안,내려갈수는 없는데 산책로따라보면 진짜 예쁨
황우지해안,"힘든 물놀이 외   경치구경 하실분은 다른곳을 가시는걸 추천드려요~ 구경 하러 갔다가 사람들 올라오는거 보고 다시 돌아왔네요엄청 힘들어 하심,"
황우지해안,물고기보다 사람이 많아요해안까지 접근하는 길 계단이 높아서 운동부족인 저는 힘들었어요
황우지해안,다이빙 포인트
황우지해안,빨리 여름되서 수영하고픈 곳이네요.  8월에 또 와야지
황우지해안,구명조끼가 있으면 좋아요. ^^ 즐겁게 수영하세요.
황우지해안,수영하러 가실거면 가시고 구경하실거면 가면 안되는 곳
황우지해안,최고에요!
황우지해안,바다멍때리기 짱
황우지해안,처음 가봤는데 제가 간날은 파도가 엄청 쎈 날이었고 키즈존이라는 것도 이해가 안 갈정도로 너무너무 무서운 파도였습니다. 아이들은 어떻게 노는 건지 대단해 보였어요 엉덩이와 다리에 멍이 엄청 생겼어요. 친구에게 들으니 제가 갔던 다음날부터 파도가 너무 쎄서 입장을 막았다고 하더라구요 ㅠㅠ날씨 좋은날 다시(?) 가보게 될런지 잘 모르겠어요 무서워서.........물반 사람반 아니고 파도반 사람반 !
황우지해안,너무 예뻐요
황우지해안,가족단위이자 무한키즈존의 목욕탕
황우지해안,선녀탕 짱..b
황우지해안,쩜
황우지해안,선녀탕 최고최고 무쟈게 이쁘네요
황우지해안,전복죽이 맛있고그안에 있는 전복이 살아있네요
황우지해안,"물 색깔이 예쁘고 좋은데..날씨 안좋을땐 가지마세요ㅠ 날씨 좋을때 저도 다시 가렵니다,,,"
황우지해안,경치는 말로표현 못하쥬...직접 보시는길이 쵝오!!!!!
황우지해안,8/23일부터 출입 금지 되었더라구요ㅜ
황우지해안,사람탕 리뷰 ㅇㅈ 사람진짜많아요근데 물맑고 이쁩니다 단점: 계단이 85계단ㄴ데 계단이 생각보다 높고 가파라서 어르신들 무릎관절 걱정되는 계단이엥ㅎ
황우지해안,"최고!! 날씨가 신의 한 수~~ 넘 더워서 10분만에 12동굴 전망대, 선녀탕전망대만 쓱 보고 사진 찍고 왔는데 만족:) 관광 20분 컷인데 주차장 무조건 2천원 너무 해서 다른 갓길에 주차함ㅎㅎ 선녀탕에 지금 사람 출입 금지라 가까이에서는 못 보지만 풍경은 더 이쁘네요ㅎㅎㅎ"
황우지해안,"역시 아름다운 제주 의 바다 풍광을 느낄 수 있는 곳 입니다 시간대 잘 맞추어 가면 프라이빗 하게, 물놀이가능(구명쪼끼 착용하면 안전)"
삼양해수욕장,특이하게 검은 모래해변~ 번잡하지 않아 좋다
삼양해수욕장,"검은 모래가 특이하다. 하지만 모래에 쓰레기, 스티로폼 조각이 많이 섞여있어 아쉽다."
삼양해수욕장,https://youtu.be/WC1kWTrmOJEok차박 삼양해수욕장 검색하시면 동영상 올렸습니다 경치좋은 풍경의 차박지
삼양해수욕장,검은모래 해변 함덕 많아서 간곳 샤워탈의 2500원밖에 안하고찬물이지만 사물함이 비번
삼양해수욕장,검은 고운 모레 해변 사람도 많지않아 좋았다
삼양해수욕장,삼양라면이 생각남ㅋㅋ
삼양해수욕장,해변이 검은색 모래인게 진짜 신기함…그거때문에 물이 맑아보이진 않음 주변으론 아파트뿐이라 식당카페가 많지는 않음그리고 해변이 공사하고있던게 아쉬웠음ㅠ
삼양해수욕장,아무것도 없을것같아 기대안했는데 해지는 노을이 넘 이뻐요ㅠㅠ
삼양해수욕장,제주 삼양해수욕장 ★★★★☆ 넓은 해변과 서핑가능한 파도 센 바다넓은 해변인데도 수영가능한 금줄 쳐진 곳은 너무 좁고 옆에 금줄 안된 곳은 서퍼들이 다 차지했다. 중간은 낚시꾼들 있어서 위험했다.. 아놔 대체 왜...아예 오른쪽은 금줄 없어서 스노클링 가능할 듯 하긴 했다.해변이 엄청 넓어서 물놀이는 괜찮은데 스노클링은 부적합해 보였다.맨 안쪽 수영 안전줄 영역이 좁다. 나머지는 몽땅 서퍼들 영역이다.서핑 관련 대여 사업때문에 동네에서 정한 구획 같았다.중간 해변에 바위가 많아 물고기가 많을 것 같은데 낚시꾼들때문에 스노클링은 포기했다.오른쪽 끝 작은 해변에 사람들이 물놀이 약간 하고 있었다.해변은 본중 가장 넓은데 중간에 낚시꾼 없으면 스노클링도 가능할 것 같긴 한데 아쉬웠다.
삼양해수욕장,"아름다운 해변, 애정하는 곳"
삼양해수욕장,노을도 예쁘고 다 좋지만 뒷처리가 정말 힘들어요...검고 고운 모래가 모든 곳에 붙어서 떨어지지 않는....
삼양해수욕장,작은 해수욕장. 해안선을 따라가다보면 아무도 없는 스팟도 있다.검은 모래의 삼양과 흰 모래의 김녕 해수욕장을 비교해봐도 좋겠다
삼양해수욕장,제주여행와서 잠시들린 곳인데 최고예요 ㅎㅎ
삼양해수욕장,리뷰 쓰신분들 복 받으세요! 말 그대롭니다! 작지만 조용하고 정돈된 느낌의 해변입니다 석양 무렵 최고였어요
삼양해수욕장,"작지만 사람 없고 너어무 아름답습니다,,,"
삼양해수욕장,검은 모래라선지 노을질 때 색감이 완전 맛집니다
삼양해수욕장,너무 예뻐요바다도 예쁘고 모래도 부드럽고
삼양해수욕장,물빠졌을때 모래 물결모양이 너무 예뻐요 물이 진짜 투명함 꼭가보세요 이상하게 여운남는곳
삼양해수욕장,검은모래사장
삼양해수욕장,검은 모래가 신비롭게 느껴지는 바다에요 이뻐요
삼양해수욕장,담달에 갑니다 ㅋㅋ
삼양해수욕장,일몰사진 찍기 좋아요
삼양해수욕장,기대 1도 안 하고 갔는데 일몰이 너무 예뻐서 감동 받음
행원해변,뭐 그닥...풍력발전기들이 옆에 있어서 미래소년 코난에서 이름을 빌렸나?
행원해변,행원에서 나고 자랐는데 코난해변라는게 웃기다ㅋㅋㅋㅋ 이름이 딱히 있진 않았었지만 이름이 지어져도 행원해변이라 하면되지 무슨 코ㅋ난ㅋ 어이없다하하핳하하하
행원해변,"코난 해변. ㅋㅋㅋ본래 이름은 세화해수욕장. 비석까지 있었음. 눈으로 보기에는 정말정말 기가막히게 편안하고 아름다운곳이 분명합니다.저도 가끔 가지만, 물에는 안들어갑니다. 마지막으로 들어간게 2008년이었습니다. 그 이후에들어가도 발만 담궈요. 생각보다 물이 더러워요. 못가게 하는게 아니라 진심으로 말씀드립니다.입구 옆 도로 밑으로 나오는 하천물(인근이 밭 천지라 액비와 농약사용이 빈번한곳)과 바로옆 양식장에서 물을 버리면 코난해변으로 옵니다. 양식장 물은 유난히 더 비린데, 사료와 항생재, 생선 배설물이 뒤섞여 있는 바닷물을 배출하는곳입니다. 그래서 코난해변 물은 각종 벌레가 많고, 돌에 끼어있는 이끼들도 지저분 합니다. 자세히 봐보세요. 모래속에서 애벌레가 꿈틀거립니다."
행원해변,진실은 언제나 하나!
행원해변,날이 안맞았는지애들데리고는갈곳은 아니네요 발닿는 곳은 모래가 많이 일어서 안보이고요 깊은데는 파도가 있어서 겁쟁이는 10분만에 철수했습니다. 중간중간 돌있어서 워터슈즈 필수입니다
행원해변,221217 / 코난해변 4
행원해변,아이코난!
행원해변,물 그리 맑은편은 아닙니다. 근데 아직까지는 방문해도 괜찮은 정도에요. 해지면 바람이 많이 불어 앉아있기 힘듭니다. 그리고 물에서 자꾸 따가운 무언가에 찔리는 느낌이었어요. 그리고 저희는 운좋게 해변에서 돌고래 떼가 다니는걸 봤습니다.
행원해변,나만알고싶고 쓰레기많아지는게.싫어서 1점 ㅋ
행원해변,진짜 사랑한다면... 소문 내지맙시다.. 놀다갈땐 자기 쓰레기+1 꼼꼼하게 가져갑시다 좀... 주말에 가면 걍 거대한 쓰레기통.
행원해변,장점: 물 엄청 맑음. 물고기도 엄청 많음. 스노쿨링하기 최적. 얕은곳과 깊은곳 공존.단점: 물벼룩많음. 이날만 유독 그랬나? 싶지만 따끔거리면 바로 나오기. 얕은곳고ㅓ 깊은곳 격차가 좀 심한편. 돌이 바닥에 좀 있어서 맨발은 비추. 파라솔 의자 그런거 없음. 샤워실은 월정리까지 가야함. 간단한 튜브 구명조끼 스노쿨링장비는 앞에 중식당에서 대여가능. 근데 물량은 많지 않음.
행원해변,인생스노쿨링👍👍👍👍제발 쓰레기버리지말고 오래오래 써요8살아이도 바다아프다며 패트병주워오네요ㅜ
행원해변,극락
행원해변,멋집니다^^
행원해변,살인사건 나기 딱 좋은 네이밍 센스네
행원해변,제이름은 코난 탐정이죠
행원해변,아~ 오늘도 사건이 끝났으니 맥주를 마시러 가자고아저씨 죄송해요!(푸슉)어엉~ 오늘도 잠이 옵니다아~
행원해변,스노클링 하기 좋아여물고기 생각보다 많습니다.
행원해변,"물은 맑은데떠내려온 쓰레기, 악취가 너무 고약합니다."
행원해변,"바위쪽에 물고기 많이봤어요 ㅎㅎ안전요원 계셨고 화장실,샤워실,탈의실 따로 없습니다다함께 뒷처리 깔끔하게해서 재밌게놀아요‼️"
행원해변,물이 맑아서 스노쿨링하기 좋아요구좌에서 한달 지내는 동안 여기서만 세번 물놀이했슴당!
행원해변,신지츠와 이츠모 히토츠!
행원해변,작은 해변이예요 화장실 x 탈의실 x 샤워실 x물은 좋아요 이쁨
행원해변,"물색 이쁘고 물고기 많아요. 다만, 제주시에서 공식 지정한 해수욕장이 아니어서 안전요원/화장실/기타 편의시설 아무것도 없어요"
행원해변,너무 멋진곳 입니다. 물색이 제주도에서 최고로 이뻐요.
행원해변,한산하고 좋은데 미역과 쓰레기 때문에ㅠㅠㅠ스노클링 스팟이라고 해서 갔는데 벌레도 많고 지저분해서 못즐겼어요.
행원해변,아니온듯 다녀가소서~
행원해변,한가하긴 해요.어른들이 돗자리 펴 놓고 한가롭게 풍경 보기엔 좋아요.실제로 가면 옹기종기 앉아서 지평선 보며 담소를 나눈다거나 노래 부르거나 하고 있어요.아이들과 놀 곳을 찾으신다면 여기보다 김녕 또는 함덕으로 가시면 더 좋을 듯 합니다.
행원해변,여기 진짜 숨은 공간이었는데.. 결국 알려져버렸네요..ㅜㅜ 엉망이 됐어요..너무 아까운곳.....
행원해변,인스타감성충 캠핑충들 몰려와서 또 쓰레기장만들어놓고갔네요 곳곳에 깨진술병과 쓰레기더미 불피우고난 재 천지입니다
논짓물해변,지금은 추워서 못들어가지만 구경하긴 좋은곳
논짓물해변,물진짜 더러워서 다시는 안가요
논짓물해변,물도탁하고 별루임
논짓물해변,돌로 둘러 싸여있어서 안전하게 놀수있어요담수가 계속 흘러나와서 엄청 시원하고바닷물도 덜짭니다해수욕장 모래날리는거 싫으면 여기 강추
논짓물해변,용천수로 물을 담아 만든 물놀이장. 3단계인데. 가까울수록 민물이고 완전 외곽은 바닷물. 물이 시원하고 수심도 앝아서 애기들 물놀이 장으로 적합.
논짓물해변,"장점1. 파도 없어서 초딩 10살 이상의 청소년들 놀기 좋음2. 담수 나오는 곳에서 몸 헹구고 나오기 좋음3. 만조 1시간 전에 오면 뷰 맛집단점1. 고인물이라 부유물 너무 많음. 차리리 바닷물 해초가 나음...2. 물이 너무 차가움. 유아들 놀기에는 얼음물임.3. 바닥에 바위, 돌, 이끼가 많아 미끄럽고 날카로움. 아쿠아슈즈와 레깅스 필수4. 평상이 너무 다닥다닥 붙아있어 불편함. 옆테이블이 10명 대가족 왔는데 평상 하나 빌려놓고 음식 쓰레기 흘려서 바닥도 더러움5. 통로가 너무 좁음결론 : 사진만 찍고 갑시다"
논짓물해변,물 온도 적당하고 깊이 적당해 애들 놀기 좋음.
논짓물해변,고기 구워먹으며 물놀이 할 수 있는 곳!민물과 바닷물이 만나는 곳이라 물 때를 잘 맞추면 민물에서만 놀 수도 있어 좋다 :)
